Provider Name,Website,Program Name,Description,Day of the week,Start time,End time,Start date,End date,Required Days/Week,Enrollment Type,Min Age,Max Age,Prerequisite,Cost,Number Class,Cost Per Class,Address,Interest Category,Enrollment Status,Program Type,School Pickup From,Instructor Language,Tags,Contact Email,Contact Phone
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Sunday,1:15 PM,1:45 PM,09/07/2025,11/23/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Monday,3:15 PM,3:45 PM,09/08/2025,11/24/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Monday,4:15 PM,4:45 PM,09/08/2025,11/24/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Tuesday,3:15 PM,3:45 PM,09/09/2025,11/25/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Tuesday,3:45 PM,4:15 PM,09/09/2025,11/25/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Tuesday,4:15 PM,4:45 PM,09/09/2025,11/25/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Tuesday,4:45 PM,5:15 PM,09/09/2025,11/25/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Wednesday,4:15 PM,4:45 PM,09/10/2025,11/26/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (4-6 yrs),Develops independent swimming skills focusing on safety and strokes,Wednesday,4:45 PM,5:15 PM,09/10/2025,11/26/2025,1,Semester Based,4,6,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Thursday,9:30 AM,10:00 AM,09/04/2025,11/20/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Thursday,11:00 AM,11:30 AM,09/04/2025,11/20/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Thursday,3:15 PM,3:45 PM,09/04/2025,11/20/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Thursday,4:15 PM,4:45 PM,09/04/2025,11/20/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Thursday,5:15 PM,5:45 PM,09/04/2025,11/20/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Thursday,5:45 PM,6:15 PM,09/04/2025,11/20/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Friday,3:00 PM,3:30 PM,09/05/2025,11/21/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Friday,3:30 PM,4:00 PM,09/05/2025,11/21/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Friday,4:00 PM,4:30 PM,09/05/2025,11/21/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Friday,4:30 PM,5:00 PM,09/05/2025,11/21/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Friday,5:00 PM,5:30 PM,09/05/2025,11/21/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Saturday,1:15 PM,1:45 PM,09/06/2025,11/22/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Saturday,1:45 PM,2:15 PM,09/06/2025,11/22/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Saturday,2:45 PM,3:15 PM,09/06/2025,11/22/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Saturday,3:15 PM,3:45 PM,09/06/2025,11/22/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Sunday,1:15 PM,1:45 PM,09/07/2025,11/23/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Sunday,1:45 PM,2:15 PM,09/07/2025,11/23/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Sunday,2:15 PM,2:45 PM,09/07/2025,11/23/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Sunday,2:45 PM,3:15 PM,09/07/2025,11/23/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Sunday,3:15 PM,3:45 PM,09/07/2025,11/23/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Monday,3:15 PM,3:45 PM,09/08/2025,11/24/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Monday,4:15 PM,4:45 PM,09/08/2025,11/24/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Monday,5:15 PM,5:45 PM,09/08/2025,11/24/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Monday,5:45 PM,6:15 PM,09/08/2025,11/24/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Tuesday,9:30 AM,10:00 AM,09/09/2025,11/25/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Tuesday,10:00 AM,10:30 AM,09/09/2025,11/25/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Tuesday,10:30 AM,11:00 AM,09/09/2025,11/25/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Tuesday,11:00 AM,11:30 AM,09/09/2025,11/25/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Tuesday,3:45 PM,4:15 PM,09/09/2025,11/25/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Tuesday,4:15 PM,4:45 PM,09/09/2025,11/25/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Tuesday,5:15 PM,5:45 PM,09/09/2025,11/25/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Tuesday,5:45 PM,6:15 PM,09/09/2025,11/25/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Wednesday,3:15 PM,3:45 PM,09/10/2025,11/26/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Wednesday,3:45 PM,4:15 PM,09/10/2025,11/26/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Wednesday,5:15 PM,5:45 PM,09/10/2025,11/26/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Private Swim Lesson,Personalized instruction with highly trained instructors. Secure exclusive slot during peak times. Tailored one-on-one attention. ,Wednesday,5:45 PM,6:15 PM,09/10/2025,11/26/2025,1,Semester Based,1,14,None,1440,12,120,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Thursday,3:15 PM,3:45 PM,09/04/2025,11/20/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Thursday,3:45 PM,4:15 PM,09/04/2025,11/20/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Thursday,4:15 PM,4:45 PM,09/04/2025,11/20/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Thursday,4:45 PM,5:15 PM,09/04/2025,11/20/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Friday,3:00 PM,3:30 PM,09/05/2025,11/21/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,8:00 AM,8:30 AM,09/06/2025,11/22/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,8:30 AM,9:00 AM,09/06/2025,11/22/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,9:00 AM,9:30 AM,09/06/2025,11/22/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,9:30 AM,10:00 AM,09/06/2025,11/22/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,10:00 AM,10:30 AM,09/06/2025,11/22/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,10:30 AM,11:00 AM,09/06/2025,11/22/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,11:00 AM,11:30 AM,09/06/2025,11/22/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,11:30 AM,12:00 PM,09/06/2025,11/22/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,1:15 PM,1:45 PM,09/06/2025,11/22/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,2:15 PM,2:45 PM,09/06/2025,11/22/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Saturday,2:45 PM,3:15 PM,09/06/2025,11/22/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Sunday,8:30 AM,9:00 AM,09/07/2025,11/23/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
Chelsea Pier Field House,https://sports.chelseapiers.com/new-york/brooklyn/welcome,Sea Pups (2.5-4 yrs),"Develops independent swimming skills focusing on safety and strokes. Swimmers learn floating, treading water, and swimming back to the platform safely, alongside freestyle and backstroke techniques. Age-based classes with small ratios.",Sunday,9:00 AM,9:30 AM,09/07/2025,11/23/2025,1,Semester Based,2.5,4,None,653.16,12,54.43,"601 Dean St, Brooklyn, NY 11238",Sports,Open,In-person,,English,,info-bk@chelseapiers.com.,(718) 957-2120
